id,source,target,color
,1950 - 1960,-,#E59276
,1950 - 1960,1958,#F2A2A40
,1958,"Сервац, Йожеф: Смішні історії: [Угор. жарти], № 01",#84B5B35
,1960 - 1970,Hungary,#D1605E
,1960 - 1970,-,#E59277
,1960 - 1970,1965,#F2A2A41
,1965,"Сервац, Йожеф: Усмішки, № 03",#84B5B57
,1960 - 1970,Hungary,#84B5B58
,1960 - 1970,Hungarian,#D1605E
,1960 - 1970,1960,#E59277
,1960,"Сюді, Дьордь: Дружні руки: [Вірш], № 10",#F2A2A41
,1980 - 1990,Hungary,#84B5B36
,1980 - 1990,Hungarian,#D1605E
,1980 - 1990,1988,#E59278
,1988,"Тандорі, Деже: Тривірш перекладача, № 05",#F2A2A42
,1960 - 1970,Hungary,#84B5B4
,1960 - 1970,Hungarian,#84B5B3
,1960 - 1970,1966,#84B5B3
,1966,"Товт, Шандор Шомоді: Як справи, юначе?: Повість, № 06",#D1605E
,1960 - 1970,Hungary,#E59275
,1960 - 1970,Hungarian,#F2A2A39
,1960 - 1970,1965,#84B5B34
,1965,"Тот [Товт], Арпад: Новий бог: [Вірш], № 04",#D1605E
,1980 - 1990,Hungary,#E59276
,1980 - 1990,Hungarian,#F2A2A40
,1980 - 1990,1986,#84B5B58
,1986,"Тот [Товт], Арпад: [Поезії], № 05",#84B5B59
,1970 - 1980,Hungary,#D1605E
,1970 - 1980,Hungarian,#E59276
,1970 - 1980,1975,#F2A2A40
,1975,"Турі, Жужа: Найкращий подарунок: Оповідання, № 05",#84B5B35
,1980 - 1990,Hungary,#D1605E
,1980 - 1990,Hungarian,#E59277
,1980 - 1990,1989,#F2A2A41
,1989,"Феєш, Ендре: Добрий вечір, літо, добрий вечір, кохання: Роман, № 01",#84B5B57
,1960 - 1970,Hungary,#84B5B58
,1960 - 1970,Hungarian,#D1605E
,1960 - 1970,1969,#E59277
,1969,"Фелдеак, Янош: Елегія Разліва: [Вірш], № 10",#F2A2A41
,1950 - 1960,Hungary,#84B5B36
,1950 - 1960,Hungarian,#D1605E
,1950 - 1960,1959,#E59278
,1959,"Ференц, Мора: Боротьба зі світанком: Казка, № 09",#F2A2A42
,1960 - 1970,Hungary,#84B5B33
,1960 - 1970,Hungarian,#D1605E
,1960 - 1970,1968,#E59275
,1968,"Фодор, Андраш: Ленінградське кладовище: [Вірш], № 01",#F2A2A39
,1980 - 1990,Hungary,#84B5B34
,1980 - 1990,Hungarian,#D1605E
,1980 - 1990,1985,#E59276
,1985,"Фодор, Андраш: [Поезії], № 06",#F2A2A40
,1960 - 1970,Hungary,#84B5B58
,1960 - 1970,Hungarian,#84B5B59
,1960 - 1970,1965,#D1605E
,1965,"Фодор, Йожеф: Каменотес: [Вірш], № 06",#E59276
,1950 - 1960,Hungary,#F2A2A40
,1950 - 1960,Hungarian,#84B5B35
,1950 - 1960,1959,#D1605E
,1959,"Фодор, Йожеф: Ленін: [Вірш], № 04",#E59277
,1990 - 2000,Hungary,#F2A2A41
,1990 - 2000,Hungarian,#84B5B57
,1990 - 2000,1994,#84B5B58
,1994,"Чаплар, Вільмош: Грошей, та чимбільше!: Роман, № 5/6",#D1605E
,1980 - 1990,Hungary,#E59277
,1980 - 1990,Hungarian,#F2A2A41
,1980 - 1990,1986,#84B5B36
,1986,"Шамйо, Дьєрдь: І все ж - тільки мир: [Вірш], № 07",#D1605E
,1980 - 1990,Hungary,#E59278
,1980 - 1990,Hungarian,#F2A2A42
,1980 - 1990,1982,#84B5B33
,1982,"Шаранді, Йожеф: Прощення немає, № 04",#D1605E
,1980 - 1990,Hungary,#E59275
,1980 - 1990,Hungarian,#F2A2A39
,1980 - 1990,1982,#84B5B34
,1982,"Шаранді, Йожеф: Ранами клянусь: [Поезії], № 04",#D1605E
,1980 - 1990,Hungary,#E59276
,1980 - 1990,Hungarian,#F2A2A40
,1980 - 1990,1985,#84B5B58
,1985,"Шафарі, Ласло: Іній: [Вірш], № 04",#84B5B59
,1970 - 1980,Hungary,#D1605E
,1970 - 1980,Hungarian,#E59276
,1970 - 1980,1979,#F2A2A40
,1979,"Шимон, Іштван: [Поезія], № 07",#84B5B35
,1980 - 1990,Hungary,#D1605E
,1980 - 1990,Hungarian,#E59277
,1980 - 1990,1988,#F2A2A41
,1988,"Шімон, Лайош: Кантата дитині, № 05",#84B5B57
,1980 - 1990,Hungary,#84B5B58
,1980 - 1990,Hungarian,#D1605E
,1980 - 1990,1988,#E59277
,1988,"Шімон, Лайош: Пам’ять, 1945-й: [Поезії], № 05",#F2A2A41
,1960 - 1970,Hungary,#84B5B36
,1960 - 1970,Hungarian,#D1605E
,1960 - 1970,1960,#E59278
,1960,"Шімон, Лайош: Так легше: [Вірш], № 10",#F2A2A42
,1970 - 1980,Hungary,#84B5B56
,1970 - 1980,-,#84B5B57
,1970 - 1980,1975,#D1605E
,1975,"Шімонффі, Андраш: Яма: Оповідання, № 04",#E59278
,1970 - 1980,Hungary,#84B5B34
,1970 - 1980,Hungarian,#D1605E
,1970 - 1980,1970,#E59276
,1970,"Шольом Йожеф & Сабо Ласло: Остання спроба: Докум. повість, № 06",#F2A2A40
,1970 - 1980,Hungary,#84B5B35
,1970 - 1980,-,#D1605E
,1970 - 1980,1975,#E59277
,1975,"Шомоді, Шандор Тот: Шандрі: Оповідання, № 04",#F2A2A41
,1980 - 1990,Hungary,#84B5B60
,1980 - 1990,Hungarian,#84B5B61
,1980 - 1990,1988,#D1605E
,1988,"Шумоні, Золтан: Літо в Пешті: [Вірш], № 05",#E59277
,1980 - 1990,Hungary,#F2A2A41
,1980 - 1990,Hungarian,#84B5B36
,1980 - 1990,1985,#D1605E
,1985,"Шюте, Калман: Кров, № 04",#E59278
,1980 - 1990,Hungary,#F2A2A42
,1980 - 1990,Hungarian,#84B5B59
,1980 - 1990,1985,#84B5B60
,1985,"Шюте, Калман: 3 погордою тепер ходити гріх: [Вірші], № 04",#D1605E
,1960 - 1970,Hungary,#E59278
,1960 - 1970,Hungarian,#F2A2A42
,1960 - 1970,1965,#84B5B37
,1965,"Югас, Дюла: [Поезії], № 04",#D1605E
,1980 - 1990,Hungary,#E59279
,1980 - 1990,Hungarian,#F2A2A43
,1980 - 1990,1983,#84B5B4
,1983,"Югас, Дюла: [Поезії], № 04",#84B5B3
,1960 - 1970,Hungary,#84B5B3
,1960 - 1970,Hungarian,#D1605E
,1960 - 1970,1965,#E59276
,1965,"Янкович, Ференц: Жіноча рука: [Вірш], № 06",#F2A2A40
,1930 - 1940,Ukraine. Literature in Ukranian,#84B5B35
,1930 - 1940,Ukranian,#D1605E
,1930 - 1940,1933,#E59277
,1933,"Алешко В: Мотор і сурма: Новела, № 8/9",#F2A2A41
,1930 - 1940,Ukraine. Literature in Ukranian,#84B5B60
,1930 - 1940,Ukranian,#84B5B61
,1930 - 1940,1930,#D1605E
,1930,"Алі: Новий Донбас: [Вірш], № 03",#E59277
,1920 - 1930,Ukraine. Literature in Ukranian,#F2A2A41
,1920 - 1930,Ukranian,#84B5B36
,1920 - 1930,1927,#D1605E
,1927,"Андрієнко Ів: Випадок на березі морському: Оповідання, № 14",#E59278
,1920 - 1930,Ukraine. Literature in Ukranian,#F2A2A42
,1920 - 1930,Ukranian,#84B5B59
,1920 - 1930,1928,#84B5B60
,1928,"Андрієнко Ів: Вороги: Оповідання, № 21",#D1605E
,1920 - 1930,Ukraine. Literature in Ukranian,#E59278
,1920 - 1930,Ukranian,#F2A2A42
,1920 - 1930,1928,#84B5B37
,1928,"Андрієнко Ів: Вороги: Оповідання, № 22",#D1605E
,1920 - 1930,Ukraine. Literature in Ukranian,#E59279
,1920 - 1930,Ukranian,#F2A2A43
,1920 - 1930,1926,#84B5B34
,1926,"Андрієнко Ів: Попався: Оповідання, № 16",#D1605E
,1920 - 1930,Ukraine. Literature in Ukranian,#E59276
,1920 - 1930,Ukranian,#F2A2A40
,1920 - 1930,1927,#84B5B35
,1927,"Андрієнко Ів: Угода: Оповідання, № 36",#D1605E
,1920 - 1930,Ukraine. Literature in Ukranian,#E59277
,1920 - 1930,Ukranian,#F2A2A41
,1920 - 1930,1927,#84B5B60
,1927,"Андрієнко Ів: Хуга: Оповідання, № 12",#84B5B61
,1930 - 1940,Ukraine. Literature in Ukranian,#D1605E
,1930 - 1940,Ukranian,#E59277
,1930 - 1940,1934,#F2A2A41
,1934,"Андрущенко, Марат: Квітчастий Крам-машзавод: [Вірш], № 18",#84B5B36
,1920 - 1930,Ukraine. Literature in Ukranian,#D1605E
,1920 - 1930,Ukranian,#E59278
,1920 - 1930,1926,#F2A2A42
,1926,"Анищенко, Каллістрат: Кулина: Оповідання, № 08",#84B5B59
,1920 - 1930,Ukraine. Literature in Ukranian,#84B5B60
,1920 - 1930,Ukranian,#D1605E
,1920 - 1930,1926,#E59278
,1926,"Анищенко, Каллістрат: Мед: Оповідання, № 22",#F2A2A42
,1920 - 1930,Ukraine. Literature in Ukranian,#84B5B37
,1920 - 1930,Ukranian,#D1605E
,1920 - 1930,1927,#E59279
,1927,"Анищенко, Каллістрат: На Кузькіній дачі: Оповідання, № 18",#F2A2A43
,1930 - 1940,Ukraine. Literature in Ukranian,#84B5B34
,1930 - 1940,Ukranian,#D1605E
,1930 - 1940,1933,#E59276
,1933,"Антоненко-Давидович Б: Трагедія поліцая Кляйна: Оповідання, № 14/15",#F2A2A40
,1920 - 1930,Ukraine. Literature in Ukranian,#84B5B35
,1920 - 1930,Ukranian,#D1605E
,1920 - 1930,1927,#E59277
,1927,"Б-й Микола: Одної ночи на винограднику: Оповідання, № 31",#F2A2A41
,1930 - 1940,Ukraine. Literature in Ukranian,#84B5B60
,1930 - 1940,Ukranian,#84B5B61
,1930 - 1940,1931,#D1605E
,1931,"Багмут Ів: Порада: Оповідання, № 29/30",#E59277
,1930 - 1940,Ukraine. Literature in Ukranian,#F2A2A41
,1930 - 1940,Ukranian,#84B5B36
,1930 - 1940,1930,#D1605E
,1930,"Багмут Ів: Чекання: Оповідання, № 33/34",#E59278
,1930 - 1940,Ukraine. Literature in Ukranian,#F2A2A42
,1930 - 1940,Ukranian,#84B5B59
,1930 - 1940,1930,#84B5B60
,1930,"Багмут Н: За фунт опію - фунт золота: Оповідання, № 23/24",#D1605E
,1920 - 1930,Ukraine. Literature in Ukranian,#E59278
,1920 - 1930,Ukranian,#F2A2A42
,1920 - 1930,1927,#84B5B37
,1927,"Багряний, Іван: Біля Дніпрових порогів: [Вірш], № 30",#D1605E
,1920 - 1930,Ukraine. Literature in Ukranian,#E59279
,1920 - 1930,Ukranian,#F2A2A43
,1920 - 1930,1927,#84B5B58
,1927,"Багряний, Іван: В сутінках: Оповідання, № 37",#84B5B59
,1920 - 1930,Ukraine. Literature in Ukranian,#D1605E
,1920 - 1930,Ukranian,#E59279
,1920 - 1930,1927,#84B5B35
,1927,"Багряний, Іван: З оповідань старого рибалки: Оповідання, № 34",#D1605E
,1920 - 1930,Ukraine. Literature in Ukranian,#E59277
,1920 - 1930,Ukranian,#F2A2A41
,1920 - 1930,1928,#84B5B36
,1928,"Багряний, Іван: Пацан: Оповідання, № 03",#D1605E
,1920 - 1930,Ukraine. Literature in Ukranian,#E59278
,1920 - 1930,Ukranian,#F2A2A42
,1920 - 1930,1928,#84B5B62
,1928,"Багряний, Іван: Рука: Оповідання, № 15",#84B5B63
,1920 - 1930,Ukraine. Literature in Ukranian,#D1605E
,1920 - 1930,Ukranian,#E59278
,1920 - 1930,1926,#F2A2A42
,1926,"Бажан, М. (Микола): Любисток: [Вірш], № 15",#84B5B37
,1920 - 1930,Ukraine. Literature in Ukranian,#D1605E
,1920 - 1930,Ukranian,#E59279
,1920 - 1930,1929,#F2A2A43
,1929,"Бажан, М. (Микола): Назарок: Новела, № 05",#84B5B61
,1920 - 1930,Ukraine. Literature in Ukranian,#84B5B62
,1920 - 1930,Ukranian,#D1605E
,1920 - 1930,1925,#E59279
,1925,"Бажан, М. (Микола): Осіння путь: Октави: [Вірш], № 18",#F2A2A43
,1920 - 1930,Ukraine. Literature in Ukranian,#84B5B38
,1920 - 1930,Ukranian,#D1605E
,1920 - 1930,1926,#E59280
,1926,"Бажан, М. (Микола): Розмай-зілля: [Вірш], № 19",#F2A2A44
,1930 - 1940,Ukraine. Literature in Ukranian,#84B5B4
,1930 - 1940,Ukranian,#84B5B3
,1930 - 1940,1934,#84B5B3
,1934,"Басок [Баско], Василь: Балада про самурая: [Вірш], № 04",#D1605E
,1930 - 1940,Ukraine. Literature in Ukranian,#E59277
,1930 - 1940,Ukranian,#F2A2A41
,1930 - 1940,1930,#84B5B36
,1930,"Басок [Баско], Василь: Гроза в степу: [Вірш], № 22",#D1605E
,1920 - 1930,Ukraine. Literature in Ukranian,#E59278
,1920 - 1930,Ukranian,#F2A2A42
,1920 - 1930,1929,#84B5B62
,1929,"Басок [Баско], Василь: Груднева облога: [Вірш], № 48",#84B5B63
,1930 - 1940,Ukraine. Literature in Ukranian,#D1605E
,1930 - 1940,Ukranian,#E59278
,1930 - 1940,1934,#F2A2A42
,1934,"Басок [Баско], Василь: Друзі мої, друзі: [Вірш], № 01",#84B5B37
,1930 - 1940,Ukraine. Literature in Ukranian,#D1605E
,1930 - 1940,Ukranian,#E59279
,1930 - 1940,1931,#F2A2A43
,1931,"Басок [Баско], Василь: Жниварська пісня: [Вірш], № 23/24",#84B5B61
,1930 - 1940,Ukraine. Literature in Ukranian,#84B5B62
,1930 - 1940,Ukranian,#D1605E
,1930 - 1940,1931,#E59279
,1931,"Басок [Баско], Василь: Плякат оборони: [Вірш], № 04",#F2A2A43
,1930 - 1940,Ukraine. Literature in Ukranian,#84B5B38
,1930 - 1940,Ukranian,#D1605E
,1930 - 1940,1933,#E59280
,1933,"Басок [Баско], Василь: Трудодні в степу: [Вірш], № 20/21",#F2A2A44
,1930 - 1940,Ukraine. Literature in Ukranian,#84B5B35
,1930 - 1940,Ukranian,#D1605E
,1930 - 1940,1932,#E59277
,1932,"Башмак Як: Спіраль: Урив, з повісті, № 12",#F2A2A41
,1930 - 1940,Ukraine. Literature in Ukranian,#84B5B36
,1930 - 1940,Ukranian,#D1605E
,1930 - 1940,1930,#E59278
,1930,"Бедрач, Ілля: І тільки відгомін...: [Вірш], № 02",#F2A2A42
,1930 - 1940,Ukraine. Literature in Ukranian,#84B5B62
,1930 - 1940,Ukranian,#84B5B63
,1930 - 1940,1934,#D1605E
,1934,"Безрутченко, Микола: Вечір у колбуді: [Вірш], № 03",#E59278
,1930 - 1940,Ukraine. Literature in Ukranian,#F2A2A42
,1930 - 1940,Ukranian,#84B5B37
,1930 - 1940,1931,#D1605E
,1931,"Бичко Вал: Наздогонь, випереджай більшовицький урожай: [Вірш], № 28",#E59279
,1930 - 1940,Ukraine. Literature in Ukranian,#F2A2A43
,1930 - 1940,Ukranian,#84B5B61
,1930 - 1940,1931,#84B5B62
,1931,"Бичко Вал: Тракторобуде, виходь на працю в лави ударних 518: [Вірш], № 26/27",#D1605E
,1920 - 1930,Ukraine. Literature in Ukranian,#E59279
,1920 - 1930,Ukranian,#F2A2A43
,1920 - 1930,1929,#84B5B38
,1929,"Біла-Криниця: На могилі Еллана: [Вірш], № 47",#D1605E
,1930 - 1940,Ukraine. Literature in Ukranian,#E59280
,1930 - 1940,Ukranian,#F2A2A44
,1930 - 1940,1934,#84B5B35
,1934,"Бірюков Мих: Байда: Романс, № 08",#D1605E
,1930 - 1940,Ukraine. Literature in Ukranian,#E59277
,1930 - 1940,Ukranian,#F2A2A41
,1930 - 1940,1933,#84B5B36
,1933,"Бірюков Мих: Веселий край: (Пісня), № 20/21",#D1605E
,1930 - 1940,Ukraine. Literature in Ukranian,#E59278
,1930 - 1940,Ukranian,#F2A2A42
,1930 - 1940,1932,#84B5B62
,1932,"Бірюков Мих: Ворошіловське: Урив, з поеми, № 34/36",#84B5B63
,1930 - 1940,Ukraine. Literature in Ukranian,#D1605E
,1930 - 1940,Ukranian,#E59278
,1930 - 1940,1931,#F2A2A42
,1931,"Бірюков Мих: Гранька й Мідний: [Вірш], № 31",#84B5B37
,1930 - 1940,Ukraine. Literature in Ukranian,#D1605E
,1930 - 1940,Ukranian,#E59279
,1930 - 1940,1931,#F2A2A43
,1931,"Бірюков Мих: Жінки: Сценки із драм, нарису «Роте Фане», № 07",#84B5B61
,1930 - 1940,Ukraine. Literature in Ukranian,#84B5B62
,1930 - 1940,Ukranian,#D1605E
,1930 - 1940,1933,#E59279
,1933,"Бірюков Мих: «Заєць»: Новела, № 13",#F2A2A43
,1930 - 1940,Ukraine. Literature in Ukranian,#84B5B38
,1930 - 1940,Ukranian,#D1605E
,1930 - 1940,1931,#E59280
,1931,"Бірюков Мих: Крилатий рейд: [Вірш], № 09",#F2A2A44
,1930 - 1940,Ukraine. Literature in Ukranian,#84B5B60
,1930 - 1940,Ukranian,#84B5B61
,1930 - 1940,1933,#D1605E
,1933,"Бірюков Мих: «Крізь безкраї степи...»: [Поезії], № 19",#E59280
,1930 - 1940,Ukraine. Literature in Ukranian,#84B5B36
,1930 - 1940,Ukranian,#D1605E
,1930 - 1940,1934,#E59278
,1934,"Бірюков Мих: Лист: [Вірш], № 09",#F2A2A42
,1930 - 1940,Ukraine. Literature in Ukranian,#84B5B37
,1930 - 1940,Ukranian,#D1605E
,1930 - 1940,1934,#E59279
,1934,"Бірюков Мих: Марта: [Вірш], № 07",#F2A2A43
,1920 - 1930,Ukraine. Literature in Ukranian,#84B5B64
,1920 - 1930,Ukranian,#84B5B65
,1920 - 1930,1929,#D1605E
,1929,"Бірюков Мих: На старті: [Вірш], № 19",#E59279
,1930 - 1940,Ukraine. Literature in Ukranian,#F2A2A43
,1930 - 1940,Ukranian,#84B5B38
,1930 - 1940,1930,#D1605E
,1930,"Бірюков Мих: Наростає кроку темп: [Вірш], № 31/32",#E59280
,1930 - 1940,Ukraine. Literature in Ukranian,#F2A2A44
,1930 - 1940,Ukranian,#84B5B63
,1930 - 1940,1933,#84B5B64
,1933,"Бірюков Мих: Перший суботник: Урив, з поеми «Соняшний рейд», № 02",#D1605E
,1930 - 1940,Ukraine. Literature in Ukranian,#E59280
,1930 - 1940,Ukranian,#F2A2A44
,1930 - 1940,1933,#84B5B39
,1933,"Бірюков Мих: Пісня про коняку: [Вірш], № 14/15",#D1605E
,1930 - 1940,Ukraine. Literature in Ukranian,#E59281
,1930 - 1940,Ukranian,#F2A2A45
,1930 - 1940,1934,#84B5B4
,1934,"Бірюков Мих: Пісня про Микиту: [Вірш], № 11",#84B5B3
,1930 - 1940,Ukraine. Literature in Ukranian,#84B5B3
,1930 - 1940,Ukranian,#D1605E
,1930 - 1940,1933,#E59278
,1933,"Бірюков Мих: [Поезія], № 10/11",#F2A2A42
,1930 - 1940,Ukraine. Literature in Ukranian,#84B5B37
,1930 - 1940,Ukranian,#D1605E
,1930 - 1940,1934,#E59279
,1934,"Бірюков Мих: Салдатська: [Вірш], № 14",#F2A2A43
,1930 - 1940,Ukraine. Literature in Ukranian,#84B5B64
,1930 - 1940,Ukranian,#84B5B65
,1930 - 1940,1930,#D1605E
,1930,"Бірюков Мих: Синій вугіль: [Вірш], № 27",#E59279
,1930 - 1940,Ukraine. Literature in Ukranian,#F2A2A43
,1930 - 1940,Ukranian,#84B5B38
,1930 - 1940,1932,#D1605E
,1932,"Бірюков Мих: Слово про Дніпрельстан: [Урив, з вірша], № 12",#E59280
,1930 - 1940,Ukraine. Literature in Ukranian,#F2A2A44
,1930 - 1940,Ukranian,#84B5B63
,1930 - 1940,1933,#84B5B64
,1933,"Бірюков Мих: Сторож: [Вірш], № 25",#D1605E
,1930 - 1940,Ukraine. Literature in Ukranian,#E59280
,1930 - 1940,Ukranian,#F2A2A44
,1930 - 1940,1933,#84B5B39
,1933,"Бірюков Мих: Телеграма: [Вірш], № 05",#D1605E
,1930 - 1940,Ukraine. Literature in Ukranian,#E59281
,1930 - 1940,Ukranian,#F2A2A45
,1930 - 1940,1933,#84B5B36
,1933,"Бірюков Мих: Тля: Новела, № 17",#D1605E
,1920 - 1930,Ukraine. Literature in Ukranian,#E59278
,1920 - 1930,Ukranian,#F2A2A42
,1920 - 1930,1929,#84B5B37
,1929,"Бірюков Мих: Товариш урожай: [Вірш], № 13",#D1605E
,1930 - 1940,Ukraine. Literature in Ukranian,#E59279
,1930 - 1940,Ukranian,#F2A2A43
,1930 - 1940,1933,#84B5B64
,1933,"Бірюков Мих: Тренажний літ: [Вірш], № 16",#84B5B65
,1930 - 1940,Ukraine. Literature in Ukranian,#D1605E
,1930 - 1940,Ukranian,#E59279
,1930 - 1940,1932,#F2A2A43
,1932,"Бобинський В: Зустріч: Урив, з роману «Львів: містечко в серці континенту», № 08",#84B5B38
,1930 - 1940,Ukraine. Literature in Ukranian,#D1605E
,1930 - 1940,Ukranian,#E59280
,1930 - 1940,1931,#F2A2A44
,1931,"Бобриків Дм: На штурм: Оповідання, № 14/15",#84B5B63
,1920 - 1930,Ukraine. Literature in Ukranian,#84B5B64
,1920 - 1930,Ukranian,#D1605E
,1920 - 1930,1929,#E59280
,1929,"Божко, Сава: Ведмедики: Оповідання, № 31",#F2A2A44
,1930 - 1940,Ukraine. Literature in Ukranian,#84B5B39
,1930 - 1940,Ukranian,#D1605E
,1930 - 1940,1930,#E59281
,1930,"Божко, Сава: Крамола: Урив, з роману «Сполохи», № 04",#F2A2A45
,1920 - 1930,Ukraine. Literature in Ukranian,#84B5B36
,1920 - 1930,Ukranian,#D1605E
,1920 - 1930,1928,#E59278
,1928,"Божко, Сава: Шубін бавиться: Урив, з роману «Сполохи», № 46",#F2A2A42
,1920 - 1930,Ukraine. Literature in Ukranian,#84B5B37
,1920 - 1930,Ukranian,#D1605E
,1920 - 1930,1928,#E59279
,1928,"Божко, Сава: Шукаючи читачок: Гумореска, № 29",#F2A2A43
,1920 - 1930,Ukraine. Literature in Ukranian,#84B5B64
,1920 - 1930,Ukranian,#84B5B65
,1920 - 1930,1929,#D1605E
,1929,"Бойко О: На яхті: [Вірш], № 05",#E59279
,1920 - 1930,Ukraine. Literature in Ukranian,#F2A2A43
,1920 - 1930,Ukranian,#84B5B38
,1920 - 1930,1929,#D1605E
,1929,"Бойко О: Сонет, № 03",#E59280
,1920 - 1930,Ukraine. Literature in Ukranian,#F2A2A44
,1920 - 1930,Ukranian,#84B5B63
,1920 - 1930,1928,#84B5B64
,1928,"Бондаренко, Мих: Злочин капітана Гичка: Оповідання, № 05",#D1605E
,1920 - 1930,Ukraine. Literature in Ukranian,#E59280
,1920 - 1930,Ukranian,#F2A2A44
,1920 - 1930,1925,#84B5B39
,1925,"Бондаренко, Мих: Махряк і Шпичка: Оповідання, № 15",#D1605E
,1920 - 1930,Ukraine. Literature in Ukranian,#E59281
,1920 - 1930,Ukranian,#F2A2A45
,1920 - 1930,1925,#84B5B62
,1925,"Борзяк, Дмитро: Під дощ: Оповідання, № 20",#84B5B63
,1990 - 2000,Ukraine. Literature in Ukranian,#D1605E
,1990 - 2000,Ukranian,#E59281
,1990 - 2000,1991,#84B5B37
,1991,"Братунь, Ростислав: Смерть курячої людини: [Вірш], № 11",#D1605E
,1930 - 1940,Ukraine. Literature in Ukranian,#E59279
,1930 - 1940,Ukranian,#F2A2A43
,1930 - 1940,1934,#84B5B38
,1934,"Бриль, Микола: Боягуз: Новела, № 12",#D1605E
,1930 - 1940,Ukraine. Literature in Ukranian,#E59280
,1930 - 1940,Ukranian,#F2A2A44
,1930 - 1940,1934,#84B5B66
,1934,"Бриль, Микола: Лист до тата: Гумореска, № 20",#84B5B67
,1930 - 1940,Ukraine. Literature in Ukranian,#D1605E
,1930 - 1940,Ukranian,#E59280
,1930 - 1940,1934,#F2A2A44
,1934,"Бриль, Микола: Портрет федерата: Новела, № 09",#84B5B39
,1930 - 1940,Ukraine. Literature in Ukranian,#D1605E
,1930 - 1940,Ukranian,#E59281
,1930 - 1940,1934,#F2A2A45
,1934,"Бриль, Микола: Санаторій в повітрі: Оповідання, № 08",#84B5B65
,1930 - 1940,Ukraine. Literature in Ukranian,#84B5B66
,1930 - 1940,Ukranian,#D1605E
,1930 - 1940,1931,#E59281
,1931,"Брут, Панас: Нові запорожці: Гумореска, № 09",#F2A2A45
,1930 - 1940,Ukraine. Literature in Ukranian,#84B5B40
,1930 - 1940,Ukranian,#D1605E
,1930 - 1940,1933,#E59282
,1933,"Брут, Панас: Постріл: Оповідання, № 22",#F2A2A46
,1920 - 1930,Ukraine. Literature in Ukranian,#84B5B4
,1920 - 1930,Ukranian,#84B5B3
,1920 - 1930,1927,#84B5B3
,1927,"Буало В: Єднання культурних сил: Гумореска, № 44",#D1605E
,1920 - 1930,Ukraine. Literature in Ukranian,#E59279
,1920 - 1930,Ukranian,#F2A2A43
,1920 - 1930,1927,#84B5B38
,1927,"Буало В: Людожер: Оповідання, № 17",#D1605E
,1930 - 1940,Ukraine. Literature in Ukranian,#E59280
,1930 - 1940,Ukranian,#F2A2A44
,1930 - 1940,1931,#84B5B66
,1931,"Булатович, Микола: Баляда про переплутані маршрути: [Вірш], № 13",#84B5B67
,1930 - 1940,Ukraine. Literature in Ukranian,#D1605E
,1930 - 1940,Ukranian,#E59280
,1930 - 1940,1931,#F2A2A44
,1931,"Бурний, Микола: Підойми чекають: Оповідання, № 14/15",#84B5B39
,1920 - 1930,Ukraine. Literature in Ukranian,#D1605E
,1920 - 1930,Ukranian,#E59281
,1920 - 1930,1929,#F2A2A45
,1929,"Вакар Гро: Автодор: [Вірш], № 25",#84B5B65
,1930 - 1940,Ukraine. Literature in Ukranian,#84B5B66
,1930 - 1940,Ukranian,#D1605E
,1930 - 1940,1931,#E59281
,1931,"Вакар Гро: Вправи ляйтенанта Наїса: Урив, з кн. «Румі ріжуть арабів»: Оповідання, № 32/33",#F2A2A45
,1920 - 1930,Ukraine. Literature in Ukranian,#84B5B40
,1920 - 1930,Ukranian,#D1605E
,1920 - 1930,1929,#E59282
,1929,"Вакар Гро: Маршрут: [Вірш], № 18",#F2A2A46
,1920 - 1930,Ukraine. Literature in Ukranian,#84B5B37
,1920 - 1930,Ukranian,#D1605E
,1920 - 1930,1929,#E59279
,1929,"Вакар Гро: Ми ідем!: [Вірш], № 07",#F2A2A43
,1930 - 1940,Ukraine. Literature in Ukranian,#84B5B38
,1930 - 1940,Ukranian,#D1605E
,1930 - 1940,1932,#E59280
,1932,"Вакар Гро: Поїзди підуть на Париж: Урив, з кн, № 34/36",#F2A2A44
,1920 - 1930,Ukraine. Literature in Ukranian,#84B5B66
,1920 - 1930,Ukranian,#84B5B67
,1920 - 1930,1926,#D1605E
,1926,"Ванченко, Петро: Бишиха: Сатир, мініатюра, № 23",#E59280
,1920 - 1930,Ukraine. Literature in Ukranian,#F2A2A44
,1920 - 1930,Ukranian,#84B5B39
,1920 - 1930,1926,#D1605E
,1926,"Ванченко, Петро: Блинда - Ванька Косий: Урив, з оповід, № 18",#E59281
,1920 - 1930,Ukraine. Literature in Ukranian,#F2A2A45
,1920 - 1930,Ukranian,#84B5B65
,1920 - 1930,1927,#84B5B66
,1927,"Ванченко, Петро: Герой: Оповідання, № 07",#D1605E
,1920 - 1930,Ukraine. Literature in Ukranian,#E59281
,1920 - 1930,Ukranian,#F2A2A45
,1920 - 1930,1929,#84B5B40
,1929,"Ванченко, Петро: Дівчина в зеленому капелюсі: Оповідання, № 42",#D1605E
,1920 - 1930,Ukraine. Literature in Ukranian,#E59282
,1920 - 1930,Ukranian,#F2A2A46
,1920 - 1930,1925,#84B5B37
,1925,"Ванченко, Петро: Любов: Оповідання, № 16",#D1605E
,1920 - 1930,Ukraine. Literature in Ukranian,#E59279
,1920 - 1930,Ukranian,#F2A2A43
,1920 - 1930,1926,#84B5B38
,1926,"Ванченко, Петро: Три пальці: Оповідання, № 14",#D1605E
